Chromosome	Integration site	Dataset
chr12	882741	Kok
chr12	898441	Kok
chr12	3854418	Kok
chr12	6609911	Kok
chr12	9142950	Kok
chr12	9831920	Kok
chr12	44126533	Kok
chr12	50096872	Kok
chr12	50142790	Kok
chr12	51689766	Kok
chr12	53418807	Kok
chr12	56547162	Kok
chr12	68840618	Kok
chr12	72286150	Kok
chr12	111908523	Kok
chr12	112503677	Kok
chr12	116533868	Kok
chr12	116681218	Kok
chr12	121287621	Kok
chr12	123001586	Kok
chr12	123005651	Kok
chr12	123058151	Kok
chr12	123713369	Kok
chr12	124081111	Kok
chr12	133329312	Kok
chr13	42854868	Kok
chr13	47190630	Kok
chr13	60563148	Kok
chr13	78321765	Kok
chr13	100187018	Kok
chr14	20767005	Kok
chr14	21950784	Kok
chr14	24625265	Kok
chr14	58956611	Kok
chr14	64448853	Kok
chr14	64892786	Kok
chr14	65180963	Kok
chr14	74378835	Kok
chr14	75283563	Kok
chr14	103803132	Kok
chr14	105484243	Kok
chr14	105907298	Kok
chr15	34778023	Kok
chr15	35225854	Kok
chr15	38850369	Kok
chr15	40257178	Kok
chr15	41044120	Kok
chr15	41340470	Kok
chr15	59345378	Kok
chr15	59964446	Kok
chr15	76209584	Kok
chr15	76580720	Kok
chr15	78320996	Kok
chr15	78757820	Kok
chr15	78767614	Kok
chr15	86241132	Kok
chr15	90972872	Kok
chr15	91327091	Kok
chr16	1460950	Kok
chr16	3129646	Kok
chr16	3274474	Kok
chr16	10966640	Kok
chr16	11873686	Kok
chr16	21658020	Kok
chr16	23888453	Kok
chr16	23951006	Kok
chr16	24820154	Kok
chr16	28208899	Kok
chr16	29924678	Kok
chr16	46620780	Kok
chr16	50796430	Kok
chr16	58569198	Kok
chr16	59057855	Kok
chr16	66603730	Kok
chr16	67074046	Kok
chr16	68153223	Kok
chr16	68177261	Kok
chr16	68195157	Kok
chr16	68198434	Kok
chr16	68903577	Kok
chr16	69471514	Kok
chr16	75616274	Kok
chr16	78832760	Kok
chr16	88872430	Kok
chr16	89831080	Kok
chr16	89854890	Kok
chr17	1292604	Kok
chr17	2570556	Kok
chr17	4202838	Kok
chr17	4225392	Kok
chr17	4591986	Kok
chr17	5197714	Kok
chr17	5239042	Kok
chr17	6500800	Kok
chr17	6549479	Kok
chr17	7751284	Kok
chr17	7780516	Kok
chr17	8131366	Kok
chr17	14041372	Kok
chr17	16036816	Kok
chr17	28816664	Kok
chr17	29105344	Kok
chr17	29657838	Kok
chr17	33949230	Kok
chr17	33953412	Kok
chr17	37971746	Kok
chr17	38800302	Kok
chr17	40716492	Kok
chr17	41214060	Kok
chr17	41227249	Kok
chr17	43155462	Kok
chr17	43374453	Kok
chr17	44144604	Kok
chr17	44283794	Kok
chr17	45219447	Kok
chr17	46448772	Kok
chr17	46475320	Kok
chr17	46486155	Kok
chr17	49060159	Kok
chr17	55338776	Kok
chr17	60075315	Kok
chr17	65344339	Kok
chr17	73140716	Kok
chr17	74053882	Kok
chr17	74210017	Kok
chr17	74216490	Kok
chr17	74763365	Kok
chr17	76025674	Kok
chr17	76059766	Kok
chr17	76257808	Kok
chr17	76390380	Kok
chr17	78203677	Kok
chr17	78707466	Kok
chr17	79588800	Kok
chr17	80052989	Kok
chr18	8072616	Kok
chr18	43834953	Kok
chr18	60816641	Kok
chr19	338278	Kok
chr19	800355	Kok
chr19	4104972	Kok
chr19	5639130	Kok
chr19	5948677	Kok
chr19	6851942	Kok
chr19	11209914	Kok
chr19	14251727	Kok
chr19	16257395	Kok
chr19	19567309	Kok
chr19	21490564	Kok
chr19	34681050	Kok
chr19	36198636	Kok
chr19	36226036	Kok
chr19	39090982	Kok
chr19	39161796	Kok
chr19	39844125	Kok
chr19	41258372	Kok
chr19	46345856	Kok
chr19	48718399	Kok
chr19	48751454	Kok
chr19	49463284	Kok
chr19	54875437	Kok
chr2	24727922	Kok
chr2	33812640	Kok
chr2	43801334	Kok
chr2	48557089	Kok
chr2	55831696	Kok
chr2	61749834	Kok
chr2	99300340	Kok
chr2	109091389	Kok
chr2	109416074	Kok
chr2	113063212	Kok
chr2	113955706	Kok
chr2	114665702	Kok
chr2	160203927	Kok
chr2	171947063	Kok
chr2	172013274	Kok
chr2	172739460	Kok
chr2	182395972	Kok
chr2	191965750	Kok
chr2	208800636	Kok
chr2	211343404	Kok
chr2	219364290	Kok
chr2	225734305	Kok
chr2	230697069	Kok
chr20	3843386	Kok
chr20	3956156	Kok
chr20	5558984	Kok
chr20	13755264	Kok
chr20	17933872	Kok
chr20	30349986	Kok
chr20	34300933	Kok
chr20	39706464	Kok
chr20	40162283	Kok
chr20	43616653	Kok
chr20	43631441	Kok
chr20	44483882	Kok
chr20	46204072	Kok
chr20	46224399	Kok
chr20	48712198	Kok
chr20	49544400	Kok
chr20	62235800	Kok
chr21	38815830	Kok
chr21	45311680	Kok
chr21	46344708	Kok
chr21	47659914	Kok
chr21	47946274	Kok
chr22	25415318	Kok
chr22	25468078	Kok
chr22	30029024	Kok
chr22	30529810	Kok
chr22	30557178	Kok
chr22	30563526	Kok
chr22	39114898	Kok
chr22	39443502	Kok
chr22	40852921	Kok
chr22	41247258	Kok
chr22	41869824	Kok
chr22	42035038	Kok
chr22	44380086	Kok
chr22	46557250	Kok
chr3	4901937	Kok
chr3	45764126	Kok
chr3	47010430	Kok
chr3	48827918	Kok
chr3	48870199	Kok
chr3	48965542	Kok
chr3	49004871	Kok
chr3	51454198	Kok
chr3	51463612	Kok
chr3	58350912	Kok
chr3	73102180	Kok
chr3	99591596	Kok
chr3	101115232	Kok
chr3	111296310	Kok
chr3	114117757	Kok
chr3	122531749	Kok
chr3	127833281	Kok
chr3	128986826	Kok
chr3	141210114	Kok
chr3	150323500	Kok
chr3	179075624	Kok
chr3	179326458	Kok
chr3	180688694	Kok
chr3	183442348	Kok
chr3	195785360	Kok
chr3	196282202	Kok
chr3	196470302	Kok
chr4	338610	Kok
chr4	1941998	Kok
chr4	2941276	Kok
chr4	6096340	Kok
chr4	6801410	Kok
chr4	25882562	Kok
chr4	36142670	Kok
chr4	38108951	Kok
chr4	40120446	Kok
chr4	40126455	Kok
chr4	56335000	Kok
chr4	68395756	Kok
chr4	76594082	Kok
chr4	99803692	Kok
chr4	100826818	Kok
chr4	110420469	Kok
chr4	110743055	Kok
chr4	143280590	Kok
chr4	147103450	Kok
chr4	156847348	Kok
chr4	164084916	Kok
chr5	329917	Kok
chr5	5449277	Kok
chr5	18728442	Kok
chr5	35622396	Kok
chr5	36997588	Kok
chr5	65452370	Kok
chr5	66321532	Kok
chr5	67554066	Kok
chr5	94843240	Kok
chr5	96019598	Kok
chr5	127510622	Kok
chr5	130693420	Kok
chr5	130879486	Kok
chr5	150128578	Kok
chr5	176665799	Kok
chr5	179041528	Kok
chr5	179996974	Kok
chr6	31432389	Kok
chr6	31524659	Kok
chr6	31666826	Kok
chr6	31770606	Kok
chr6	35623076	Kok
chr6	36858682	Kok
chr6	42568910	Kok
chr6	76371950	Kok
chr6	79780974	Kok
chr6	82915957	Kok
chr7	2216550	Kok
chr7	2605040	Kok
chr7	6481533	Kok
chr7	7286656	Kok
chr7	30361794	Kok
chr7	30648205	Kok
chr7	39691076	Kok
chr7	43665198	Kok
chr7	43675108	Kok
chr7	43724130	Kok
chr7	44671828	Kok
chr7	44704218	Kok
chr7	45053588	Kok
chr7	48005976	Kok
chr7	77392298	Kok
chr7	87001467	Kok
chr7	87517166	Kok
chr7	102963350	Kok
chr7	102973962	Kok
chr7	107193148	Kok
chr7	127026864	Kok
chr7	139059248	Kok
chr7	142949771	Kok
chr7	151968190	Kok
chr7	157002348	Kok
chr8	23012738	Kok
chr8	26168079	Kok
chr8	38109708	Kok
chr8	38192325	Kok
chr8	48726840	Kok
chr8	86050210	Kok
chr8	91653068	Kok
chr8	100548490	Kok
chr8	124790050	Kok
chr8	126207534	Kok
chr8	145037630	Kok
chr8	145512289	Kok
chr9	431290	Kok
chr9	5804907	Kok
chr9	33298676	Kok
chr9	33973640	Kok
chr9	35612979	Kok
chr9	37343335	Kok
chr9	74542514	Kok
chr9	82308262	Kok
chr9	95724140	Kok
chr9	96232482	Kok
chr9	125653688	Kok
chr9	127892728	Kok
chr9	129591332	Kok
chr9	132760908	Kok
chr9	135271295	Kok
chr9	139133335	Kok
chr9	139795304	Kok
chr9	140107615	Kok
chr9	140452749	Kok
chrX	48665086	Kok
chrX	53436710	Kok
chrX	70758374	Kok
chrX	70770707	Kok
chrX	109301674	Kok
chrX	131511727	Kok
chrX	134695350	Kok
chrX	135765264	Kok
chrX	147002070	Kok
chrX	153226380	Kok
chrX	153310336	Kok
chrX	153334233	Kok
chr17	47448100	Kok
chr19	9920849	Kok
chr11	64553395	Kok
chr11	118966665	Kok
chr12	47746935	Kok
chr6	96058037	Kok
chr6	32807729	Kok
chr19	50130533	Kok
chr19	49996491	Kok
chr6	31775868	Kok
chr10	112066030	Kok
chr21	43818423	Kok
chr8	144737542	Kok
chr20	44447252	Kok
chr6	31327144	Kok
chr15	22475313	Kok
chr1	149853912	Kok
chr16	30468663	Kok
chr6	26175390	Kok
chr1	156687056	Kok
chr7	150187146	Kok
chr1	203590731	Kok
chr1	117323280	Kok
chr1	9000720	Kok
chr22	37516080	Kok
chr16	30476356	Kok
chr17	7424996	Kok
chr19	7723174	Kok
chr20	52407778	Kok
chr8	146290642	Kok
chr7	44778849	Kok
chr13	65521900	Kok
chr1	151934614	Kok
chr22	50334792	Kok
chr1	110339304	Kok
chr10	74019572	Kok
chr6	32574214	Kok
chr12	69722622	Kok
chr5	55926443	Kok
chr8	29359642	Kok
chr6	106384929	Kok
chr17	75961886	Kok
chr11	109735580	Kok
chr7	17650822	Kok
chr21	21327298	Kok
chr8	59631718	Kok
chr2	17363430	Kok
chr8	129292899	Kok
chr5	54039236	Kok
chr1	83837260	Kok
chr20	6294283	Kok
chr10	3664612	Kok
chr13	68767552	Kok
chr17	7392585	Brady
chr6	45167481	Brady
chr6	21191432	Brady
chr2	238909210	Brady
chrX	13071869	Brady
chr11	108190076	Brady
chr20	1664675	Brady
chr1	156188964	Brady
chr4	1893034	Brady
chr6	108957850	Brady
chr5	180247831	Brady
chr16	3567902	Brady
chr3	105563517	Brady
chr16	3275477	Brady
chr16	3710101	Brady
chr10	4197024	Brady
chr9	132722421	Brady
chr11	65607300	Brady
chr6	36482695	Brady
chr20	62529709	Brady
chr10	98708436	Brady
chr22	38772061	Brady
chr1	155504227	Brady
chr7	150254845	Brady
chr2	203565620	Brady
chr3	193334269	Brady
chr9	4799398	Brady
chr1	154397404	Brady
chr1	29292782	Brady
chr1	25354021	Brady
chr2	71665924	Brady
chr3	50635553	Brady
chr11	72839083	Brady
chr16	81028681	Brady
chr17	73907700	Brady
chr3	52728046	Brady
chr20	42174498	Brady
chr1	94351559	Brady
chr19	40195437	Brady
chr19	42395253	Brady
chr17	27137913	Brady
chr2	98173132	Brady
chr22	38893409	Brady
chr2	241502709	Brady
chr12	110747972	Brady
chr22	41240833	Brady
chr6	38553459	Brady
chr17	1282443	Brady
chr2	175476660	Brady
chr11	60744242	Brady
chr1	35958766	Brady
chr19	47608059	Brady
chr16	30727829	Brady
chr21	48049684	Brady
chr6	90687811	Brady
chr12	49095866	Brady
chr1	149980818	Brady
chr22	50416249	Brady
chr15	59289592	Brady
chr11	10882538	Brady
chr4	26674579	Brady
chr2	198859272	Brady
chr19	45793428	Brady
chr12	56205045	Brady
chr17	78563004	Brady
chr3	98474113	Brady
chr19	17871774	Brady
chr11	108179299	Brady
chr15	91281525	Brady
chr19	49825915	Brady
chr17	29530145	Brady
chr10	135213202	Brady
chr8	126068722	Brady
chr11	7559492	Brady
chr7	150419567	Brady
chr15	91510506	Brady
chr1	203654999	Brady
chr16	24784136	Brady
chr16	3130112	Brady
chr9	135215091	Brady
chr21	35454430	Brady
chr12	952288	Brady
chr17	79592577	Brady
chr10	70670696	Brady
chr15	91280514	Brady
chr1	40874204	Brady
chr12	56310779	Brady
chr18	9153690	Brady
chr9	131079685	Brady
chr1	114160476	Brady
chr11	65272514	Brady
chr19	13284468	Brady
chr12	123088741	Brady
chr5	180680119	Brady
chr11	64734926	Brady
chr17	14063410	Brady
chr9	93811847	Brady
chr17	74226285	Brady
chr15	68582710	Brady
chr19	34666463	Brady
chr7	26252699	Brady
chr4	140287034	Brady
chr16	245145	Brady
chr17	4948350	Brady
chr6	34348573	Brady
chr19	1213312	Brady
chr4	76954897	Brady
chr19	1213311	Brady
chr12	121239554	Brady
chr15	52849119	Brady
chr19	13065203	Brady
chr16	3027306	Brady
chr17	80225036	Brady
chr2	99707245	Brady
chr11	63609102	Brady
chr6	158342780	Brady
chr2	235123837	Brady
chr3	50058799	Brady
chr5	149387417	Brady
chr1	27044807	Brady
chrX	9606124	Brady
chr16	1669113	Brady
chr4	6683775	Brady
chr22	36654159	Brady
chr1	3564438	Brady
chr14	35259843	Brady
chr7	55551900	Brady
chr3	56941585	Brady
chr8	145609807	Brady
chr11	63457606	Brady
chr19	46013899	Brady
chr12	6543891	Brady
chr11	118637961	Brady
chr18	23607175	Brady
chr16	786670	Brady
chr16	68086161	Brady
chr1	40524082	Brady
chr16	30476900	Brady
chr19	50500735	Brady
chr9	131367663	Brady
chr14	56125314	Brady
chr19	51310641	Brady
chr1	101676892	Brady
chr17	35329349	Brady
chr15	41669593	Brady
chr16	1743947	Brady
chr17	7374208	Brady
chr15	63799385	Brady
chr4	185631356	Brady
chr15	44903414	Brady
chr4	42607505	Brady
chr19	10283276	Brady
chr19	1363384	Brady
chr7	44917780	Brady
chr14	103306758	Brady
chr16	68194037	Brady
chr17	2132484	Brady
chr15	78355882	Brady
chr5	65337608	Brady
chr22	46462609	Brady
chr20	62345444	Brady
chr22	39094948	Brady
chr4	90265668	Brady
chr6	36471524	Brady
chr10	28635514	Brady
chr21	36313780	Brady
chr6	3925770	Brady
chr6	157188583	Brady
chr1	8462586	Brady
chr9	139368964	Brady
chr19	49821193	Brady
chr22	40569636	Brady
chr12	29515202	Brady
chr11	66983427	Brady
chr11	65870443	Brady
chr2	243060498	Brady
chr11	65956050	Brady
chr3	43354705	Brady
chr15	65806561	Brady
chr19	18146947	Brady
chr3	50058797	Brady
chr15	41998541	Brady
chr13	46099124	Brady
chr22	38654770	Brady
chr3	134260601	Brady
chr6	37471523	Brady
chr1	200986614	Brady
chr1	112016788	Brady
chr6	45600738	Brady
chr16	1770364	Brady
chr12	9810434	Brady
chr6	43721386	Brady
chr2	7641232	Brady
chr1	25681945	Brady
chr19	7489690	Brady
chr19	39924320	Brady
chr11	72743392	Brady
chr5	179973053	Brady
chr17	73388672	Brady
chr7	106956366	Brady
chr3	196932968	Brady
chr17	79809140	Brady
chr9	98744673	Brady
chr14	21884605	Brady
chr16	393237	Brady
chr17	73771773	Brady
chr9	128337044	Brady
chr11	63310929	Brady
chr18	21643838	Brady
chr22	50837813	Brady
chr6	35677832	Brady
chr9	139363377	Brady
chr5	77032337	Brady
chr19	12335758	Brady
chrX	154267218	Brady
chr4	108499784	Brady
chr20	40100013	Brady
chr20	57233463	Brady
chr12	6897762	Brady
chr6	42323862	Brady
chr19	50225919	Brady
chr12	7096494	Brady
chr8	145972591	Brady
chr9	116108665	Brady
chr20	3823366	Brady
chr17	7785817	Brady
chr18	19208341	Brady
chr22	50200176	Brady
chr7	92424658	Brady
chr12	123041800	Brady
chr16	29822337	Brady
chr12	6970418	Brady
chr5	61635181	Brady
chr8	23018937	Brady
chr16	28196516	Brady
chr11	60801081	Brady
chr17	78841093	Brady
chr5	55313682	Brady
chr1	1736283	Brady
chr17	17728186	Brady
chr11	73700077	Brady
chr15	75667886	Brady
chr7	129056353	Brady
chr6	90925789	Brady
chr6	38005910	Brady
chr1	1331011	Brady
chr15	64812926	Brady
chr11	65607302	Brady
chr9	88914322	Brady
chr12	54670117	Brady
chr1	8801179	Brady
chr19	39143776	Brady
chr17	38727071	Brady
chr19	48757334	Brady
chr13	111625716	Brady
chr20	61547648	Brady
chr1	194253609	Brady
chr1	1195680	Brady
chr9	123948269	Brady
chr16	30171424	Brady
chr2	26449641	Brady
chr16	69020974	Brady
chr16	990547	Brady
chr1	160525667	Brady
chr19	14482250	Brady
chr19	49311767	Brady
chr10	73937230	Brady
chr10	76312401	Brady
chr1	184825201	Brady
chr16	786667	Brady
chr9	134314226	Brady
chr17	73477798	Brady
chr1	9780070	Brady
chr18	2629200	Brady
chr7	44098353	Brady
chr19	58063596	Brady
chr4	3034572	Brady
chr15	66167054	Brady
chr16	25039913	Brady
chr8	29923393	Brady
chr17	80493321	Brady
chr19	35734275	Brady
chrX	49108433	Brady
chr1	29082688	Brady
chr16	70469200	Brady
chr16	28158850	Brady
chr19	17095623	Brady
chr12	53985907	Brady
chr19	17095620	Brady
chr17	57876673	Brady
chr5	247970	Brady
chr7	105892404	Brady
chr8	145610485	Brady
chr5	139845776	Brady
chrX	53697315	Brady
chr17	67173315	Brady
chr9	139283458	Brady
chr8	79507400	Brady
chr12	123619709	Brady
chr11	7565179	Brady
chr3	45742278	Brady
chr3	48969574	Brady
chr10	90652623	Brady
chr16	497571	Brady
chr9	130756340	Brady
chr14	58983050	Brady
chr9	140454905	Brady
chr16	89833556	Brady
chr1	10096323	Brady
chr2	44433332	Brady
chr6	79671437	Brady
chr17	38291380	Brady
chr17	5246370	Brady
chr1	231057981	Brady
chr11	3950526	Brady
chr15	42798680	Brady
chr1	150091307	Brady
chr17	42968421	Brady
chr12	56517880	Brady
chr21	46335583	Brady
chr2	240923360	Brady
chr20	62533149	Brady
chr11	241567	Brady
chr17	1340479	Brady
chr6	14753454	Brady
chr19	48889091	Brady
chr3	114863343	Brady
chr2	231988375	Brady
chr8	146120528	Brady
chr13	115093561	Brady
chr17	29139217	Brady
chr19	1272294	Brady
chr19	42063030	Brady
chr12	112898827	Brady
chr17	7392188	Brady
chr1	25300764	Brady
chr8	146171085	Brady
chr10	131960332	Brady
chr16	28196519	Brady
chr6	26452872	Brady
chr12	111080041	Brady
chr2	86697086	Brady
chr11	65036993	Brady
chr22	38896343	Brady
chr12	6840514	Brady
chr19	43989400	Brady
chr12	121276433	Brady
chr16	30491300	Brady
chr9	139307692	Brady
chr17	78294843	Brady
chr12	50606043	Brady
chr18	2693627	Brady
chr2	160593129	Brady
chr1	182543886	Brady
chr14	23037853	Brady
chr1	179982881	Brady
chr3	47126859	Brady
chr17	17845332	Brady
chr19	50326447	Brady
chr1	155491418	Brady
chr12	4205117	Brady
chr20	2898017	Brady
chr4	38680400	Brady
chr3	185326462	Brady
chr8	145724826	Brady
chr11	65910773	Brady
chr9	128617029	Brady
chr12	51621359	Brady
chrX	98159866	Brady
chr21	15915479	Brady
chr1	226478509	Brady
chr11	229168	Brady
chr1	39706372	Brady
chr1	154336059	Brady
chr22	30508883	Brady
chr1	112173428	Brady
chr15	67518495	Brady
chr1	205169183	Brady
chr4	143684575	Brady
chr19	40507053	Brady
chr16	84758416	Brady
chr16	386858	Brady
chr17	65097072	Brady
chr17	41139354	Brady
chr1	8458314	Brady
chr8	146027979	Brady
chr17	4590161	Brady
chr11	65827454	Brady
chr11	10890246	Brady
chr17	47699941	Brady
chr17	5290181	Brady
chr19	11552141	Brady
chr11	65205160	Brady
chr21	47987167	Brady
chr5	158608215	Brady
chr12	89608246	Brady
chr22	21964617	Brady
chr1	115009260	Brady
chr5	180681773	Brady
chr12	12732624	Brady
chr2	85782048	Brady
chr19	36384916	Brady
chr3	53061367	Brady
chr6	34642719	Brady
chr8	56698590	Brady
chr6	26543146	Brady
chr3	148714034	Brady
chr19	48962526	Brady
chr17	78589348	Brady
chr1	40739586	Brady
chr6	14734920	Brady
chr12	48694921	Brady
chr3	142151311	Brady
chr14	106595053	Brady
chrX	47094654	Brady
chr2	24826291	Brady
chr19	11113350	Brady
chrX	154265997	Brady
chr4	103452293	Brady
chr17	76005567	Brady
chr5	130897466	Brady
chr17	80800299	Brady
chr1	1771791	Brady
chr9	139361488	Brady
chr16	89413323	Brady
chr2	98170739	Brady
chr16	1759838	Brady
chr11	3776201	Brady
chr10	93594667	Brady
chr1	171464049	Brady
chr8	28876558	Brady
chr19	13293185	Brady
chr12	15138286	Brady
chr4	3212966	Brady
chr17	37625475	Brady
chr2	203552818	Brady
chr16	56789007	Brady
chr3	50045450	Brady
chr22	29673591	Brady
chr5	176847379	Brady
chr11	271954	Brady
chr1	19539425	Brady
chr16	17435833	Brady
chr3	97617448	Brady
chr1	101637135	Brady
chr5	107350503	Brady
chr18	47845645	Brady
chr16	1657948	Brady
chr10	69827628	Brady
chr6	2888199	Brady
chr8	144539904	Brady
chr19	50064209	Brady
chr4	2615940	Brady
chr4	128902996	Brady
chr12	47664429	Brady
chr5	179952683	Brady
chr19	32963692	Brady
chr7	150375182	Brady
chr1	153815628	Brady
chr17	80492780	Brady
chr17	40418212	Brady
chr17	78761750	Brady
chr19	2862642	Brady
chr15	86111622	Brady
chr1	180793192	Brady
chr7	127013123	Brady
chr1	143757745	Brady
chr17	4583842	Brady
chr1	25790440	Brady
chr9	115039189	Brady
chr12	53849640	Brady
chr1	109298873	Brady
chr8	145527126	Brady
chr22	43211618	Brady
chr9	139794173	Brady
chr7	72961198	Brady
chr1	40739585	Brady
chr16	1748134	Brady
chr17	78907464	Brady
chr14	71516367	Brady
chr7	127318764	Brady
chr17	8142872	Brady
chr9	86531387	Brady
chr15	90991768	Brady
chr12	12582982	Brady
chr6	496573	Brady
chr14	24865191	Brady
chr17	74181955	Brady
chr17	65445080	Brady
chr17	48446937	Brady
chr20	56895182	Brady
chr6	42563144	Brady
chr14	24603341	Brady
chr6	14934388	Brady
chr6	117010193	Brady
chr22	30579271	Brady
chr3	136386706	Brady
chr2	242245993	Brady
chr2	43148271	Brady
chr11	212154	Brady
chr5	180682664	Brady
chr5	139661698	Brady
chr12	49874071	Brady
chr19	53707368	Brady
chr2	74251731	Brady
chr17	17085728	Brady
chr22	46737764	Brady
chr2	113034152	Brady
chr1	205169189	Brady
chr6	75991800	Brady
chr17	26374804	Brady
chr16	1904099	Brady
chr19	58422495	Brady
chr2	113802971	Brady
chr20	34327796	Brady
chr17	56487975	Brady
chr17	46295521	Brady
chr7	50365743	Brady
chr17	39282922	Brady
chr14	100826596	Brady
chrX	40835932	Brady
chr16	1751407	Brady
chr2	48598741	Brady
chr12	835562	Brady
chr17	79578053	Brady
chr2	8076601	Brady
chr12	428955	Brady
chr16	66848709	Brady
chr16	87995418	Brady
chr11	85582517	Brady
chr22	39411176	Brady
chr11	119106899	Brady
chr6	4939917	Brady
chr17	78335564	Brady
chr11	242417	Brady
chr12	111995608	Brady
chr11	102193702	Brady
chr10	11640981	Brady
chr2	99786682	Brady
chr8	2197121	Brady
chr11	66398147	Brady
chr19	12339948	Brady
chr16	67619994	Brady
chrX	154279523	Brady
chr1	156754248	Brady
chr11	244597	Brady
chr3	195626298	Brady
chr16	274908	Brady
chr17	73984434	Brady
chr3	53848365	Brady
chr3	52581005	Brady
chr12	6549242	Brady
chr1	1544228	Brady
chr22	30590410	Brady
chr20	60700358	Brady
chr17	2024669	Brady
chr1	151907328	Brady
chr11	240626	Brady
chr9	107723390	Brady
chr12	126989782	Brady
chr9	4995890	Brady
chr1	226901443	Brady
chr6	118784481	Brady
chr19	4299153	Brady
chr6	91095524	Brady
chr21	47825371	Brady
chr3	182930564	Brady
chr20	34309253	Brady
chr16	3848746	Brady
chr9	132775962	Brady
chr3	49809328	Brady
chr10	3647540	Brady
chr4	707731	Brady
chr7	150307693	Brady
chr20	62622628	Brady
chr11	65873183	Brady
chr11	121382510	Brady
chr11	60743659	Brady
chr1	160619216	Brady
chr1	1049824	Brady
chr16	3130112	Brady
chr16	3127746	Brady
chr14	102843906	Brady
chrX	48785798	Brady
chr17	8163545	Brady
chr9	139795885	Brady
chr9	140455971	Brady
chr22	36706997	Brady
chr6	138107219	Brady
chr1	153827941	Brady
chr10	6361252	Brady
chr1	23621573	Brady
chr1	52661964	Brady
chr10	93162365	Brady
chr11	65204237	Brady
chr16	78741251	Brady
chr6	26078831	Brady
chr22	41528942	Brady
chr11	116917134	Brady
chr19	5655328	Brady
chr1	160434652	Brady
chr17	79569636	Brady
chr19	10436486	Brady
chr20	32430170	Brady
chr12	6550144	Brady
chr11	118351702	Brady
chr15	26065806	Brady
chr11	60647169	Brady
chr20	34309249	Brady
chr17	37966642	Brady
chr2	242307549	Brady
chr14	106557352	Brady
chr19	33135972	Brady
chr11	118223074	Brady
chr17	80485359	Brady
chr1	749469	Brady
chr22	40458540	Brady
chr12	53793684	Brady
chr16	30614278	Brady
chr3	49109467	Brady
chr17	79814894	Brady
chr8	144880864	Brady
chr8	145083127	Brady
chr16	2315506	Brady
chr14	71447662	Brady
chr22	30296725	Brady
chr17	7782575	Brady
chr19	51725878	Brady
chr17	62112496	Brady
chr22	42041738	Brady
chr1	779773	Brady
chr19	48754528	Brady
chr10	75617909	Brady
chr1	234541337	Brady
chr19	40496393	Brady
